dataset_date,source_file,pivot_id,symbol,timeframe,pivot_index,confirmation_index,confirmation_delay,pivot_timestamp,confirmation_timestamp,pivot_side,structure_type,structure_mode,source,pivot_open,pivot_high,pivot_low,pivot_close,pivot_price,pivot_volume,pivot_range,pivot_body,upper_wick,lower_wick,candle_direction,close_position,confirm_open,confirm_high,confirm_low,confirm_close,confirm_volume,atr_14,range_atr_ratio,body_atr_ratio,price_to_confirm_close,volume_mean_20,volume_std_20,volume_ratio_20,volume_zscore_20,previous_pivot_type,previous_pivot_price,distance_previous_pivot,bars_previous_pivot,swing_size_atr,liquidity_type,liquidity_state,swept_index,resolved_index,last_structure_event,last_structure_event_direction,bars_since_structure_event,distance_last_structure_event_atr,bos_count_previous_20,choch_count_previous_20,near_equal_level,equal_level_type,distance_equal_level_atr,bars_since_equal_level,inside_fvg,nearest_fvg_type,distance_fvg_atr,fvg_size_atr,bars_since_fvg,fvg_mitigated,active_fvg_count_50,inside_order_block,nearest_ob_type,distance_ob_atr,ob_size_atr,bars_since_ob,ob_invalidated,active_ob_count_50,bsl_count_previous_100,ssl_count_previous_100,active_bsl_count,active_ssl_count,distance_nearest_bsl_atr,distance_nearest_ssl_atr,equal_levels_previous_100,liquidity_imbalance_100,target
2026-07-13,2026_07_13.csv,21,MARKET,1,4409,4409,0,2026-07-06T08:30:00-05:00,2026-07-06T08:30:00-05:00,LOW,HL,external,ChartPrimeLow,29835.75,29877,29776.25,29855.5,29776.25,4841,100.75,19.75,21.5,59.5,1,0.786600496277916,29835.75,29877,29776.25,29855.5,4841,20.5713412948184,4.89759022302436,0.960073517664825,-3.85244689999683,381.1,207.167540893838,12.7027027027027,21.527986386079,HIGH,29938,161.75,30,7.86288058138154,SSL,Resolved,5060,5062,CHOCH_DOWN,DOWN,727,4.10765631608495,0,0,0,EQH,1.02083766435247,1763,1,BEARISH_FVG,0,0.376737709463412,479,1,2,0,BEARISH_OB,4.88543739368683,0.486113173501177,727,1,0,1,1,6,4,7.86288058138154,0,0,0.2,RUN
2026-07-13,2026_07_13.csv,23,MARKET,1,4661,4661,0,2026-07-06T12:42:00-05:00,2026-07-06T12:42:00-05:00,LOW,HL,external,ChartPrimeLow,29907.25,29907.5,29882.25,29886.25,29882.25,1385,25.25,21,0.25,4,-1,0.158415841584158,29907.25,29907.5,29882.25,29886.25,1385,15.7330546280405,1.60490131109046,1.33476940724355,-0.254241791855914,725.35,249.327149544529,1.90942303715448,2.64572069750546,HIGH,30094,211.75,92,13.4589248563724,SSL,Resolved,4937,4937,CHOCH_UP,UP,237,3.5434949739918,0,0,1,EQH,0.174791231900941,421,1,BEARISH_FVG,0,0.778615487558736,244,1,6,1,BULLISH_OB,0,2.19283545475726,237,0,0,1,1,5,5,13.4589248563724,0,1,0,SWEEP
2026-07-13,2026_07_13.csv,24,MARKET,1,4764,4764,0,2026-07-06T14:25:00-05:00,2026-07-06T14:25:00-05:00,HIGH,LH,external,ChartPrimeHigh,30047.75,30052,30040,30049,30052,637,12,1.25,3,7.75,1,0.75,30047.75,30052,30040,30049,637,11.6214017580911,1.03257767434512,0.10756017441095,0.258144418586279,504.7,126.21968943077,1.2621359223301,1.04817244121461,LOW,29882.25,169.75,103,14.606671685007,BSL,Resolved,10169,10169,CHOCH_UP,UP,340,9.80948790627861,0,0,1,EQH,0.322680523232849,279,1,BEARISH_FVG,0,0.709897151112268,182,1,1,0,BEARISH_OB,4.51752732525989,2.38783587192308,3867,1,0,1,0,6,5,0,14.606671685007,1,0.0909090909090909,SWEEP
2026-07-13,2026_07_13.csv,25,MARKET,1,5307,5307,0,2026-07-07T00:28:00-05:00,2026-07-07T00:28:00-05:00,LOW,LL,external,ChartPrimeLow,29561,29571.5,29558.5,29571,29558.5,189,13,10,0.5,2.5,1,0.961538461538462,29561,29571.5,29558.5,29571,189,11.3125452337318,1.14916667570412,0.883974365926243,-1.1049679574078,134.05,71.7101631569752,1.40992167101828,0.766279109973759,HIGH,30052,493.5,543,43.6241349584601,SSL,Resolved,5792,5792,CHOCH_DOWN,DOWN,369,28.6186700968621,0,0,0,EQL,4.50826926622384,2914,1,BULLISH_FVG,0,1.30386218974121,2783,1,4,0,BULLISH_OB,0.11049679574078,1.59115385866724,2782,0,0,0,1,6,3,43.6241349584601,0,0,0.333333333333333,SWEEP
2026-07-13,2026_07_13.csv,26,MARKET,1,5421,5421,0,2026-07-07T02:22:00-05:00,2026-07-07T02:22:00-05:00,HIGH,LH,external,ChartPrimeHigh,29728,29744,29728,29738.25,29744,305,16,10.25,5.75,0,1,0.640625,29728,29744,29728,29738.25,305,11.5646000219967,1.38353250173519,0.886325508924109,0.497206992811085,154.75,96.0754260984566,1.97092084006462,1.56387544767198,LOW,29558.5,185.5,114,16.0403299419924,BSL,Resolved,8484,8484,CHOCH_DOWN,DOWN,483,11.9545855228057,0,0,1,EQL,0.324265430094186,1628,1,BULLISH_FVG,0,1.49162097843326,1570,1,1,0,BULLISH_OB,10.0089929422405,2.98324195686651,997,1,0,1,0,7,3,0,16.0403299419924,1,0.4,SWEEP
2026-07-13,2026_07_13.csv,27,MARKET,1,5674,5674,0,2026-07-07T06:35:00-05:00,2026-07-07T06:35:00-05:00,LOW,HL,external,ChartPrimeLow,29601.75,29606.25,29591.25,29605.25,29591.25,198,15,3.5,1,10.5,1,0.933333333333333,29601.75,29606.25,29591.25,29605.25,198,10.7139490600372,1.40004399087071,0.326676931203165,-1.30670772481266,97.55,40.0193390750022,2.02972834443875,2.51003645541826,HIGH,29744,152.75,253,14.2571146403667,SSL,Resolved,5784,5784,CHOCH_DOWN,DOWN,736,27.1608534228917,0,0,0,EQL,1.70338685555936,3281,1,BULLISH_FVG,0,1.89005938767545,364,1,3,0,BULLISH_OB,3.1734330459736,1.68005278904485,3149,0,0,0,1,7,4,14.2571146403667,0,1,0.272727272727273,SWEEP
2026-07-13,2026_07_13.csv,28,MARKET,1,5709,5709,0,2026-07-07T07:10:00-05:00,2026-07-07T07:10:00-05:00,HIGH,LH,external,ChartPrimeHigh,29692.5,29716,29692.25,29702.5,29716,964,23.75,10,13.5,0.25,1,0.431578947368421,29692.5,29716,29692.25,29702.5,964,14.3125964340476,1.65937746581761,0.698685248765309,0.943225085833168,199.05,140.324792891349,4.84300427028385,5.45128187427497,LOW,29591.25,124.75,35,8.71609847834723,BSL,Resolved,8223,8223,CHOCH_DOWN,DOWN,771,11.6156422607233,0,0,1,EQL,0.611349592669646,1956,1,BULLISH_FVG,0,0.646283855107911,1865,1,4,0,BULLISH_OB,10.0436004510013,2.41046410824032,1285,1,0,1,1,8,4,0,8.71609847834723,1,0.333333333333333,SWEEP
2026-07-13,2026_07_13.csv,29,MARKET,1,5861,5861,0,2026-07-07T09:42:00-05:00,2026-07-07T09:42:00-05:00,LOW,LL,external,ChartPrimeLow,29227.25,29249,29210,29238.5,29210,2156,39,11.25,10.5,17.25,1,0.730769230769231,29227.25,29249,29210,29238.5,2156,32.8698637344217,1.18649716089814,0.342258796412924,-0.867055617579407,1578.7,420.152722233237,1.36568062329765,1.37402418085376,HIGH,29716,506,152,15.3940400875502,SSL,Resolved,6862,6864,BOS_DOWN,DOWN,76,11.5987703228824,0,0,0,EQL,6.46488837668856,38,0,BEARISH_FVG,2.2665138073567,0.190143775784958,15,1,3,0,BULLISH_OB,10.0167741083516,0.547614074260678,3336,1,0,0,1,8,1,15.3940400875502,0,1,0.777777777777778,RUN
2026-07-13,2026_07_13.csv,30,MARKET,1,6007,6007,0,2026-07-07T12:08:00-05:00,2026-07-07T12:08:00-05:00,HIGH,LH,external,ChartPrimeHigh,29569.25,29580.75,29566.25,29568.25,29580.75,772,14.5,1,11.5,2,-1,0.137931034482759,29569.25,29580.75,29566.25,29568.25,772,18.4799288385345,0.784635056048725,0.054112762486119,0.676409531076487,683.6,212.840879532105,1.12931538911644,0.415333746949048,LOW,29210,370.75,146,20.0623066917286,BSL,Resolved,7769,7769,BOS_DOWN,DOWN,222,0.568184006104249,0,0,0,EQL,1.55574192147592,3614,1,BEARISH_FVG,0,1.12283982158697,213,1,1,0,BULLISH_OB,1.2716499184238,0.974029724750142,3482,1,0,1,0,9,1,0,20.0623066917286,1,0.8,SWEEP
2026-07-13,2026_07_13.csv,31,MARKET,1,6359,6359,0,2026-07-07T19:00:00-05:00,2026-07-07T19:00:00-05:00,LOW,HL,external,ChartPrimeLow,29300,29320,29266,29270.5,29266,733,54,29.5,20,4.5,-1,0.0833333333333333,29300,29320,29266,29270.5,733,14.7234821076343,3.66761066473538,2.00360212240173,-0.305634222061281,128.15,50.6569590480913,5.71985953960203,11.940116646674,HIGH,29580.75,314.75,352,21.3774158652863,SSL,Resolved,6857,6857,BOS_DOWN,DOWN,574,22.0905623834293,0,0,1,EQL,0.390532617078304,445,0,BEARISH_FVG,1.03576041920768,0.118857753023832,497,1,2,0,BULLISH_OB,18.5587891507211,1.22253688824513,3834,1,0,0,1,9,2,21.3774158652863,0,1,0.636363636363636,SWEEP
2026-07-13,2026_07_13.csv,32,MARKET,1,6432,6432,0,2026-07-07T20:13:00-05:00,2026-07-07T20:13:00-05:00,HIGH,LH,external,ChartPrimeHigh,29544.5,29558.75,29543.5,29555.25,29558.75,316,15.25,10.75,3.5,1,1,0.770491803278688,29544.5,29558.75,29543.5,29555.25,316,14.1952030004851,1.07430658085544,0.757298081586623,0.24656216609797,187.45,87.1977493975619,1.68578287543345,1.47423529721966,LOW,29266,292.75,73,20.6231640357659,BSL,Resolved,7750,7750,BOS_DOWN,DOWN,647,2.28950582805258,0,0,1,EQH,0.158504249634409,350,1,BEARISH_FVG,0,0.669240165123062,421,1,6,0,BULLISH_OB,0.105669499756273,1.26803399707528,3907,1,0,1,1,10,2,0,20.6231640357659,0,0.666666666666667,SWEEP
2026-07-13,2026_07_13.csv,33,MARKET,1,6797,6797,0,2026-07-08T02:18:00-05:00,2026-07-08T02:18:00-05:00,LOW,HL,external,ChartPrimeLow,29284.75,29297,29281,29290.75,29281,202,16,6,6.25,3.75,1,0.609375,29284.75,29297,29281,29290.75,202,14.5835872372451,1.09712375561052,0.411421408353945,-0.668559788575161,142.1,56.1220990341594,1.42153413089374,1.06731574604045,HIGH,29558.75,277.75,365,19.0453826950514,SSL,Resolved,6856,6857,BOS_DOWN,DOWN,1012,21.2739153236353,0,0,1,EQL,0,0,0,BEARISH_FVG,0.239995821539801,0.42856396703536,951,1,1,0,BULLISH_OB,17.7082631179011,1.23426422506184,4272,1,0,0,1,10,3,19.0453826950514,0,3,0.538461538461538,GRAB
2026-07-13,2026_07_13.csv,34,MARKET,1,6854,6854,0,2026-07-08T03:15:00-05:00,2026-07-08T03:15:00-05:00,HIGH,LH,external,ChartPrimeHigh,29409.25,29414.75,29397,29399,29414.75,151,17.75,10.25,5.5,2,-1,0.112676056338028,29409.25,29414.75,29397,29399,151,15.1685701000011,1.17018281110088,0.675739369790648,1.03833122675148,122.7,59.8958262318836,1.23064384678077,0.472487012541375,LOW,29281,133.75,57,8.81757470336578,BSL,Resolved,7403,7405,BOS_DOWN,DOWN,1069,11.6359023188341,0,0,1,EQL,0.510924889353905,1031,1,BEARISH_FVG,0,0.131851584349395,176,1,4,0,BULLISH_OB,8.20776112574983,1.18666425914455,4329,1,0,1,1,11,3,0,8.81757470336578,2,0.571428571428571,RUN
2026-07-13,2026_07_13.csv,36,MARKET,1,7186,7186,0,2026-07-08T08:47:00-05:00,2026-07-08T08:47:00-05:00,HIGH,LH,external,ChartPrimeHigh,29390,29399,29355.5,29365,29399,1629,43.5,25,9,9.5,-1,0.218390804597701,29390,29399,29355.5,29365,1629,39.5151030530586,1.10084490837822,0.632669487573687,0.860430503100214,2179.1,1078.41916247812,0.7475563305952,-0.510098502641512,LOW,28909.75,489.25,272,12.3813418718171,BSL,Resolved,7400,7403,BOS_DOWN,DOWN,330,2.9861999813478,0,0,1,EQL,0,509,1,BEARISH_FVG,0,1.20207202639001,945,1,2,1,BEARISH_OB,0,0.398581777171423,330,0,0,1,0,12,1,0,12.3813418718171,1,0.846153846153846,RUN
2026-07-13,2026_07_13.csv,38,MARKET,1,7769,7769,0,2026-07-08T19:30:00-05:00,2026-07-08T19:30:00-05:00,HIGH,HH,external,ChartPrimeHigh,29563.25,29583,29563.25,29569.25,29583,490,19.75,6,13.75,0,1,0.30379746835443,29563.25,29583,29563.25,29569.25,490,15.5670849937375,1.2687025225304,0.385428614439617,0.883273908090788,190,97.3247142302509,2.57894736842105,3.08246474056178,LOW,29034,549,480,35.2667182212249,BSL,Resolved,8050,8050,CHOCH_UP,UP,368,11.8198108428149,0,0,0,EQH,1.41323825294526,1687,1,BEARISH_FVG,0,1.33294062493701,1975,1,3,0,BEARISH_OB,1.60595256016507,0.722678652074281,1984,1,0,1,0,9,2,0,35.2667182212249,0,0.636363636363636,SWEEP
2026-07-13,2026_07_13.csv,40,MARKET,1,8236,8236,0,2026-07-09T03:17:00-05:00,2026-07-09T03:17:00-05:00,HIGH,HH,external,ChartPrimeHigh,29725.5,29735.75,29725.5,29729.25,29735.75,159,10.25,3.75,6.5,0,1,0.365853658536585,29725.5,29735.75,29725.5,29729.25,159,12.6057042742612,0.813123945873364,0.297484370441475,0.51563957543189,157.5,63.5417185792138,1.00952380952381,0.0236065380908771,LOW,29396.5,339.25,298,26.9124193792721,BSL,Resolved,8483,8484,BOS_UP,UP,142,12.1175300226494,0,0,1,EQL,0.872620819961659,4483,1,BULLISH_FVG,0,1.36842810403078,4385,1,2,0,BEARISH_OB,9.24184777504848,0.892453111324424,2451,1,0,1,0,8,3,0,26.9124193792721,0,0.454545454545455,GRAB
2026-07-13,2026_07_13.csv,41,MARKET,1,8395,8395,0,2026-07-09T05:56:00-05:00,2026-07-09T05:56:00-05:00,LOW,HL,external,ChartPrimeLow,29577.75,29580.5,29564.5,29571.5,29564.5,117,16,6.25,2.75,7,-1,0.4375,29577.75,29580.5,29564.5,29571.5,117,12.5764513203874,1.27221897436702,0.496960536862117,-0.556595801285571,137.4,112.971412313027,0.851528384279476,-0.180576657247363,HIGH,29735.75,171.25,159,13.616718710022,SSL,Resolved,10829,10829,BOS_UP,UP,301,1.47100318911187,0,0,1,EQH,0.278297900642785,2313,1,BULLISH_FVG,0,2.34565373398919,343,1,1,0,BULLISH_OB,0.0198784214744847,0.636109487183509,301,1,0,0,1,8,4,13.616718710022,0,0,0.333333333333333,SWEEP
